hash,diff,message,project,split,diff_languages
e7821a8ea908d3e753606844c6fa8fb00468922b,"diff --git a/install/lib/class.installerpage.php b/install/lib/class.installerpage.php
index <HASH>..<HASH> 100644
--- a/install/lib/class.installerpage.php
+++ b/install/lib/class.installerpage.php
@@ -353,7 +353,7 @@
 
 			$Permissions = new XMLElement('fieldset');
 			$Permissions->appendChild(new XMLElement('legend', __('Permission Settings')));
-			$Permissions->appendChild(new XMLElement('p', __('Symphony needs permission to read and write both files and directories.')));
+			$Permissions->appendChild(new XMLElement('p', __('Set the permissions Symphony uses when saving files/directories.')));
 
 			$Div = new XMLElement('div', null, array('class' => 'two columns'));
 			$Div->appendChild(Widget::label(__('Files'), Widget::Input('fields[file][write_mode]', $fields['file']['write_mode']), 'column'));",Make installation file permissions paragraph more explicit (gh-<I>),symphonycms_symphony-2,train,php
4fd4f41a31dda556a3dab670312faab5afaec785,"diff --git a/src/Engines/CollectionEngine.php b/src/Engines/CollectionEngine.php
index <HASH>..<HASH> 100644
--- a/src/Engines/CollectionEngine.php
+++ b/src/Engines/CollectionEngine.php
@@ -189,13 +189,13 @@ class CollectionEngine extends BaseEngine
                         $value = Arr::get($data, $column);
 
                         if ($this->isCaseInsensitive()) {
-                            if($regex) {
-                                return preg_match('/' . Str::lower($keyword) . '/', Str::lower($value)) == 1;
+                            if ($regex) {
+                                return preg_match('/' . $keyword . '/i', $value) == 1;
                             } else {
                                 return strpos(Str::lower($value), Str::lower($keyword)) !== false;
                             }
                         } else {
-                            if($regex) {
+                            if ($regex) {
                                 return preg_match('/' . $keyword . '/', $value) == 1;
                             } else {
                                 return strpos($value, $keyword) !== false;",Refinements to regex handling of column searches,yajra_laravel-datatables,train,php
59c76334b17d5dd6f64d68914584eebaa6b1aa6d,"diff --git a/src/ol/control/OverviewMap.js b/src/ol/control/OverviewMap.js
index <HASH>..<HASH> 100644
--- a/src/ol/control/OverviewMap.js
+++ b/src/ol/control/OverviewMap.js
@@ -306,6 +306,10 @@ class OverviewMap extends Control {
           this.resetExtent_();
         }
       }
+
+      if (!this.ovmap_.isRendered()) {
+        this.updateBoxAfterOvmapIsRendered_();
+      }
     }
   }
 
@@ -520,6 +524,24 @@ class OverviewMap extends Control {
   }
 
   /**
+   * @private
+   */
+  updateBoxAfterOvmapIsRendered_() {
+    if (this.ovmapPostrenderKey_) {
+      return;
+    }
+    this.ovmapPostrenderKey_ = listenOnce(
+      this.ovmap_,
+      MapEventType.POSTRENDER,
+      function (event) {
+        delete this.ovmapPostrenderKey_;
+        this.updateBox_();
+      },
+      this
+    );
+  }
+
+  /**
    * @param {MouseEvent} event The event to handle
    * @private
    */
@@ -551,14 +573,7 @@ class OverviewMap extends Control {
       }
       ovmap.updateSize();
       this.resetExtent_();
-      listenOnce(
-        ovmap,
-        MapEventType.POSTRENDER,
-        function (event) {
-          this.updateBox_();
-        },
-        this
-      );
+      this.updateBoxAfterOvmapIsRendered_();
     }
   }",Draw box if OverviewMap is added to an existing map,openlayers_openlayers,train,js
f0cab0e28512de5eecc0412212425cc74d62af71,"diff --git a/internal/testutil/helpers.go b/internal/testutil/helpers.go
index <HASH>..<HASH> 100644
--- a/internal/testutil/helpers.go
+++ b/internal/testutil/helpers.go
@@ -20,8 +20,8 @@ var DevZero io.Reader = devZero{}
 type devZero struct{}
 
 func (d devZero) Read(p []byte) (n int, err error) {
-	for i := 0; i < len(p); i++ {
-		p[i] = '\x00'
+	for i := range p {
+		p[i] = 0
 	}
 	return len(p), nil
 }","TestImportExtremelyLargeImageWorks: optimize DevZero

According to <URL> the following syntax:

```go
for i := range b {
	b[i] = 0
}
```

so let's use it. Limited testing shows ~<I>x speed increase,
compared to the previously used syntax.",moby_moby,train,go
6037a2543a592cc85ec8b7adc2416d2ddba665cd,"diff --git a/lib/image/imagemagick.js b/lib/image/imagemagick.js
index <HASH>..<HASH> 100644
--- a/lib/image/imagemagick.js
+++ b/lib/image/imagemagick.js
@@ -216,8 +216,8 @@ module.exports = function() {
           var args = baseArgs.slice();
           args.push('--resize');
           // ""Largest that fits in the box"" is not a built-in feature of gifsicle, so we do the math
-          var originalWidth = (crop && crop.width) || size.width;
-          var originalHeight = (crop && crop.height) || size.height;
+          var originalWidth = (crop && crop.width) || context.info.width;
+          var originalHeight = (crop && crop.height) || context.info.height;
           var width = originalWidth;
           var height = Math.round(size.width * originalHeight / originalWidth);
           if (height > originalHeight) {",whoops refer to original width and height properly for gifsicle,punkave_uploadfs,train,js
8ca800dc769c8ed52d880646513928538526e48c,"diff --git a/api/app/handler.go b/api/app/handler.go
index <HASH>..<HASH> 100644
--- a/api/app/handler.go
+++ b/api/app/handler.go
@@ -308,10 +308,21 @@ func SetEnv(w http.ResponseWriter, r *http.Request, u *auth.User) error {
 	if err != nil {
 		return err
 	}
+	e := map[string]string{}
 	variables := regex.FindAllStringSubmatch(string(body), -1)
 	for _, v := range variables {
 		parts := strings.Split(v[1], ""="")
 		app.SetEnv(parts[0], parts[1])
+		e[parts[0]] = parts[1]
 	}
-	return db.Session.Apps().Update(bson.M{""name"": app.Name}, app)
+	if err = db.Session.Apps().Update(bson.M{""name"": app.Name}, app); err != nil {
+		return err
+	}
+	mess := Message{
+		app:  &app,
+		env:  e,
+		kind: ""set"",
+	}
+	env <- mess
+	return nil
 }","api/app: sending the environment variable to the environment agent

When setting an environment variable via handler, the handler sends the
change to a channel that runs a command to update the environment file
in the unit of the app.

In the future, when we support more than one unit per app, we will need
to run the command in all units of the app.",tsuru_tsuru,train,go
42e18c94513578c3ad3f9de7b546a8ec05b31764,"diff --git a/mknotebooks/plugin.py b/mknotebooks/plugin.py
index <HASH>..<HASH> 100644
--- a/mknotebooks/plugin.py
+++ b/mknotebooks/plugin.py
@@ -54,7 +54,9 @@ class Plugin(mkdocs.plugins.BasePlugin):
     def on_files(self, files, config):
         files = Files(
             [
-                NotebookFile(f, **config) if f.abs_src_path.endswith(""ipynb"") else f
+                NotebookFile(f, **config)
+                if str(f.abs_src_path).endswith(""ipynb"")
+                else f
                 for f in files
             ]
         )",Fix failing if paths are from pathlib,greenape_mknotebooks,train,py
ad18ddd24cd264b61a8ba4e137235a10b7d036fd,"diff --git a/src/BoomCMS/Http/Controllers/Asset/AssetSelectionController.php b/src/BoomCMS/Http/Controllers/Asset/AssetSelectionController.php
index <HASH>..<HASH> 100644
--- a/src/BoomCMS/Http/Controllers/Asset/AssetSelectionController.php
+++ b/src/BoomCMS/Http/Controllers/Asset/AssetSelectionController.php
@@ -49,13 +49,6 @@ class AssetSelectionController extends Controller
 
         $zip->close();
 
-        $response = Response::make()
-            ->header('Content-type', 'application/zip')
-            ->header('Content-Disposition', ""attachment; filename=$downloadFilename"")
-            ->setContent(file_get_contents($filename));
-
-        unlink($filename);
-
-        return $response;
+        return Response::download($filename, $downloadFilename)->deleteFileAfterSend(true);
     }
 }",Asset manager: Refactored multipe asset download,boomcms_boom-core,train,php
fa721d54dc57baaf4ad798ca28ad393874e799df,"diff --git a/sip-servlets-impl/src/main/java/org/mobicents/servlet/sip/core/dispatchers/InitialRequestDispatcher.java b/sip-servlets-impl/src/main/java/org/mobicents/servlet/sip/core/dispatchers/InitialRequestDispatcher.java
index <HASH>..<HASH> 100644
--- a/sip-servlets-impl/src/main/java/org/mobicents/servlet/sip/core/dispatchers/InitialRequestDispatcher.java
+++ b/sip-servlets-impl/src/main/java/org/mobicents/servlet/sip/core/dispatchers/InitialRequestDispatcher.java
@@ -400,7 +400,7 @@ public class InitialRequestDispatcher extends RequestDispatcher {
 			// Instead, the container must reject the request with 404 Not Found final response with no Retry-After header.
 			throw new DispatcherException(Response.NOT_FOUND, ""the Request-URI does not point to another domain, and there is no Route header,"" + 
 					""the container should not send the request as it will cause a loop. "" +
-					""Instead, the container must reject the request with 404 Not Found final response with no Retry-After header."");				
+					""Instead, the container must reject the request with 404 Not Found final response with no Retry-After header. You may want to check your dar configuration file to see if the request can be handled or make sure you use the correct Application Router jar."");				
 		}
 	}","MODIFIED : log when a <I> Not Found is sent back in response to an initial request because no applications were found to handle it

git-svn-id: <URL>",RestComm_sip-servlets,train,java
5cbaa84466e9104ef084040aba044cb98fbf540a,"diff --git a/lib/rubyXL/worksheet.rb b/lib/rubyXL/worksheet.rb
index <HASH>..<HASH> 100644
--- a/lib/rubyXL/worksheet.rb
+++ b/lib/rubyXL/worksheet.rb
@@ -59,7 +59,7 @@ module LegacyWorksheet
   #validates Workbook, ensures that this worksheet is in @workbook
   def validate_workbook()
     unless @workbook.nil? || @workbook.worksheets.nil?
-      return if @workbook.worksheets.include?(self)
+      return if @workbook.worksheets.any? { |sheet| sheet.equal?(self) }
     end
 
     raise ""This worksheet #{self} is not in workbook #{@workbook}""
@@ -72,7 +72,7 @@ module LegacyWorksheet
     validate_nonnegative(column_index)
 
     sheet_data.rows[row_index] || add_row(row_index)
-  end  
+  end
 
   def get_col_xf(column_index)
     @workbook.cell_xfs[get_col_style(column_index)]","Improving performance of add_cell by fixing workbook validation

This patch switches `validate_workbook` from using `==` (compare every cell
of one worksheet to every cell of another one) to `equal?` (check if the
given worksheet is included in the workbook)",weshatheleopard_rubyXL,train,rb
f6eca7e0aaea3836e6fc97d5437876b5202731f8,"diff --git a/lib/netsuite/records/custom_list.rb b/lib/netsuite/records/custom_list.rb
index <HASH>..<HASH> 100644
--- a/lib/netsuite/records/custom_list.rb
+++ b/lib/netsuite/records/custom_list.rb
@@ -14,12 +14,14 @@ module NetSuite
 
       field :custom_value_list, NetSuite::Support::GenericList
 
+      attr_reader :internal_id
+      attr_accessor :external_id
+
       def initialize(attributes = {})
         @internal_id = attributes.delete(:internal_id) || attributes.delete(:@internal_id)
         @external_id = attributes.delete(:external_id) || attributes.delete(:@external_id)
         initialize_from_attributes_hash(attributes)
       end
-      
     end
   end
 end",Add reader method for internal_id,NetSweet_netsuite,train,rb
0dffcdf153bf4af381e4464277556a26f6acdcb4,"diff --git a/lib/pdf/reader/resources.rb b/lib/pdf/reader/resources.rb
index <HASH>..<HASH> 100644
--- a/lib/pdf/reader/resources.rb
+++ b/lib/pdf/reader/resources.rb
@@ -1,5 +1,5 @@
 # coding: utf-8
-# typed: true
+# typed: strict
 # frozen_string_literal: true
 
 module PDF","change PDF::Reader::Resources to typed:strict

slowly slowly rolling out strict",yob_pdf-reader,train,rb
e475b9aded2a20a86ff5a182c18e3a2b37d32212,"diff --git a/lib/attachment_saver.rb b/lib/attachment_saver.rb
index <HASH>..<HASH> 100644
--- a/lib/attachment_saver.rb
+++ b/lib/attachment_saver.rb
@@ -28,7 +28,9 @@ module AttachmentSaver
       end
       
       if attachment_options[:processor]
-        require ""processors/#{attachment_options[:processor].to_s.underscore}"" unless Processors.const_defined?(attachment_options[:processor].to_s.classify)
+        unless Object.const_defined?(:Processors) && Processors.const_defined?(attachment_options[:processor].to_s.classify)
+          require ""processors/#{attachment_options[:processor].to_s.underscore}""
+        end
         include Processors.const_get(attachment_options[:processor].to_s.classify)
       end
     end",fix the 'uninitialized constant AttachmentSaver::BaseMethods::Processors' you get running a single test,willbryant_attachment_saver,train,rb
64f7465a6c63088bd55aacc0d11afe9b2c8af0f7,"diff --git a/test/rename.js b/test/rename.js
index <HASH>..<HASH> 100644
--- a/test/rename.js
+++ b/test/rename.js
@@ -16,9 +16,12 @@ module.exports = function (t, a, d) {
 				return deferred(lstat(name1)(a.never, function () {
 					a.ok(true, ""No first file"");
 				}), lstat(name2)(function (stats2) {
-					// Do not compare eventual birthtime
+					// Do not compare eventual birthtime and ctime
+					// as in some envs they may not reflect value of source file
 					delete stats1.birthtime;
 					delete stats2.birthtime;
+					delete stats1.ctime;
+					delete stats2.ctime;
 					a.deep(stats1, stats2, ""Same"");
 					return unlink(name2);
 				}))(false);",test: do not test not guaranteed data,medikoo_fs2,train,js
fd9fc4a1983e8bd2c9bad52453849316ba322d89,"diff --git a/Extractor/RecursiveJob.php b/Extractor/RecursiveJob.php
index <HASH>..<HASH> 100644
--- a/Extractor/RecursiveJob.php
+++ b/Extractor/RecursiveJob.php
@@ -6,7 +6,8 @@ use Keboola\Juicer\Config\JobConfig,
     Keboola\Juicer\Common\Logger,
     Keboola\Juicer\Client\ClientInterface,
     Keboola\Juicer\Parser\ParserInterface;
-use Keboola\Filter\Filter;
+use Keboola\Filter\Filter,
+    Keboola\Filter\Exception\FilterException;
 use Keboola\Utils\Utils;
 use Keboola\Juicer\Exception\UserException;
 /**
@@ -86,7 +87,11 @@ class RecursiveJob extends Job implements RecursiveJobInterface
 
         foreach($this->config->getChildJobs() as $jobId => $child) {
             if (!empty($child->getConfig()['recursionFilter'])) {
-                $filter = Filter::create($child->getConfig()['recursionFilter']);
+                try {
+                    $filter = Filter::create($child->getConfig()['recursionFilter']);
+                } catch(FilterException $e) {
+                    throw new UserException($e->getMessage(), 0, $e);
+                }
             }
 
             foreach($data as $result) {",fix: Catch exception from recursion filter,keboola_juicer,train,php
de6397322d20a4e12e565e89c7c832df412686a1,"diff --git a/core/src/main/java/org/kohsuke/stapler/MetaClass.java b/core/src/main/java/org/kohsuke/stapler/MetaClass.java
index <HASH>..<HASH> 100644
--- a/core/src/main/java/org/kohsuke/stapler/MetaClass.java
+++ b/core/src/main/java/org/kohsuke/stapler/MetaClass.java
@@ -114,7 +114,7 @@ public class MetaClass extends TearOffSupport {
             else    names=new String[]{camelize(f.getName().substring(2))}; // 'doFoo' -> 'foo'
 
             for (String name : names) {
-                dispatchers.add(new NameBasedDispatcher(name,0) {
+                dispatchers.add(new NameBasedDispatcher(name) {
                     public boolean doDispatch(RequestImpl req, ResponseImpl rsp, Object node) throws IllegalAccessException, InvocationTargetException, ServletException, IOException {
                         if(traceable())
                             trace(req,rsp,""-> <%s>.%s(...)"",node,f.getName());",This is the default value of this argument,stapler_stapler,train,java
00ee2911ec34e02287fd47ef60b1b5a74a9e5bb8,"diff --git a/toolbox/command_test.go b/toolbox/command_test.go
index <HASH>..<HASH> 100644
--- a/toolbox/command_test.go
+++ b/toolbox/command_test.go
@@ -26,6 +26,7 @@ import (
 	""io/ioutil""
 	""os""
 	""path/filepath""
+	""runtime""
 	""strconv""
 	""strings""
 	""testing""
@@ -640,6 +641,10 @@ func TestVixDirectories(t *testing.T) {
 }
 
 func TestVixFiles(t *testing.T) {
+	if runtime.GOOS != ""linux"" {
+		t.Skip(""requires Linux"")
+	}
+
 	c := NewCommandClient()
 
 	mktemp := &vix.CreateTempFileRequest{
diff --git a/toolbox/hgfs/server_test.go b/toolbox/hgfs/server_test.go
index <HASH>..<HASH> 100644
--- a/toolbox/hgfs/server_test.go
+++ b/toolbox/hgfs/server_test.go
@@ -21,6 +21,7 @@ import (
 	""io/ioutil""
 	""os""
 	""path""
+	""runtime""
 	""testing""
 )
 
@@ -334,6 +335,10 @@ func TestReadV3(t *testing.T) {
 }
 
 func TestWriteV3(t *testing.T) {
+	if runtime.GOOS != ""linux"" {
+		t.Skip(""requires Linux"")
+	}
+
 	Trace = testing.Verbose()
 
 	f, err := ioutil.TempFile("""", ""toolbox"")",toolbox: skip tests that require Linux,vmware_govmomi,train,"go,go"
af1abfb3144a2084c72086f01bcc35cc6ea617b0,"diff --git a/dist/scroll-min.js b/dist/scroll-min.js
index <HASH>..<HASH> 100644
--- a/dist/scroll-min.js
+++ b/dist/scroll-min.js
@@ -1,5 +1,5 @@
 /** 
-* scroll-js - v1.2.12.
+* scroll-js - v1.3.0.
 * https://github.com/mkay581/scroll-js.git
 * Copyright 2016 Mark Kennedy. Licensed MIT.
 */
diff --git a/dist/scroll.js b/dist/scroll.js
index <HASH>..<HASH> 100644
--- a/dist/scroll.js
+++ b/dist/scroll.js
@@ -1,5 +1,5 @@
 /** 
-* scroll-js - v1.2.12.
+* scroll-js - v1.3.0.
 * https://github.com/mkay581/scroll-js.git
 * Copyright 2016 Mark Kennedy. Licensed MIT.
 */
diff --git a/package.json b/package.json
index <HASH>..<HASH> 100644
--- a/package.json
+++ b/package.json
@@ -1,6 +1,6 @@
 {
   ""name"": ""scroll-js"",
-  ""version"": ""1.2.12"",
+  ""version"": ""1.3.0"",
   ""description"": ""Light Scroller class that uses native javascript only"",
   ""repository"": {
     ""type"": ""git"",","<I>

To decrease build file size, we are using src file for NPM entry point
and exposing deps to ensure consumers are able to use their own
build system. Browserify is recommended.",mkay581_scroll-js,train,"js,js,json"
5a64fa2b672fd180e0941aa59362a2ff6dea4aba,"diff --git a/tests/integration/long/utils.py b/tests/integration/long/utils.py
index <HASH>..<HASH> 100644
--- a/tests/integration/long/utils.py
+++ b/tests/integration/long/utils.py
@@ -52,8 +52,7 @@ class CoordinatorStats():
 
     def init(self, session, keyspace, n, consistency_level=ConsistencyLevel.ONE):
         self.reset_coordinators()
-        # BUG: PYTHON-38
-        # session.execute('USE %s' % keyspace)
+        session.execute('USE %s' % keyspace)
         for i in range(n):
             ss = SimpleStatement('INSERT INTO %s(k, i) VALUES (0, 0)' % 'cf',
                                  consistency_level=consistency_level)",Remove last PYTHON-<I> workaround,datastax_python-driver,train,py
038a29d580da935049c8e3e2cfcd75fba4ebf692,"diff --git a/lib/moodlelib.php b/lib/moodlelib.php
index <HASH>..<HASH> 100644
--- a/lib/moodlelib.php
+++ b/lib/moodlelib.php
@@ -4352,12 +4352,13 @@ function reset_password_and_mail($user) {
     }
 
     $a = new object();
-    $a->firstname = $user->firstname;
-    $a->sitename = format_string($site->fullname);
-    $a->username = $user->username;
+    $a->firstname   = $user->firstname;
+    $a->lastname    = $user->lastname;
+    $a->sitename    = format_string($site->fullname);
+    $a->username    = $user->username;
     $a->newpassword = $newpassword;
-    $a->link = $CFG->httpswwwroot .'/login/change_password.php';
-    $a->signoff = generate_email_signoff();
+    $a->link        = $CFG->httpswwwroot .'/login/change_password.php';
+    $a->signoff     = generate_email_signoff();
 
     $message = get_string('newpasswordtext', '', $a);
 
@@ -4443,6 +4444,7 @@ function send_password_change_info($user) {
 
     $data = new object();
     $data->firstname = $user->firstname;
+    $data->lastname  = $user->lastname;
     $data->sitename  = format_string($site->fullname);
     $data->admin     = generate_email_signoff();",MDL-<I> more lastname support when resetting passwords; merged from MOODLE_<I>_STABLE,moodle_moodle,train,php
a11fe924c2cf83c6f0dae390edc2d25facae6406,"diff --git a/components/overlay/Overlay.js b/components/overlay/Overlay.js
index <HASH>..<HASH> 100644
--- a/components/overlay/Overlay.js
+++ b/components/overlay/Overlay.js
@@ -43,6 +43,7 @@ class Overlay extends Component {
   }
 
   componentWillUnmount () {
+    document.body.style.overflow = null;
     if (this.escKeyListener) {
       document.body.removeEventListener('keydown', this.handleEscKey);
       this.escKeyListener = null;
diff --git a/lib/overlay/Overlay.js b/lib/overlay/Overlay.js
index <HASH>..<HASH> 100644
--- a/lib/overlay/Overlay.js
+++ b/lib/overlay/Overlay.js
@@ -66,6 +66,7 @@ var Overlay = function (_Component) {
   }, {
     key: 'componentWillUnmount',
     value: function componentWillUnmount() {
+      document.body.style.overflow = null;
       if (this.escKeyListener) {
         document.body.removeEventListener('keydown', this.handleEscKey);
         this.escKeyListener = null;
@@ -127,4 +128,4 @@ Overlay.defaultProps = {
   invisible: false
 };
 exports.default = (0, _reactCssThemr.themr)(_identifiers.OVERLAY)(Overlay);
-exports.Overlay = Overlay;
\ No newline at end of file
+exports.Overlay = Overlay;",Reset overflow when unmounting,react-toolbox_react-toolbox,train,"js,js"
bc55e4fc9dd0a5381da2c487de943dbe303e8430,"diff --git a/lib/nestful/request.rb b/lib/nestful/request.rb
index <HASH>..<HASH> 100644
--- a/lib/nestful/request.rb
+++ b/lib/nestful/request.rb
@@ -112,7 +112,7 @@ module Nestful
     
       def callback(type, *args)
         procs = self.class.callbacks(type) + callbacks(type)
-        procs.each {|c| c.call(*args) }
+        procs.compact.each {|c| c.call(*args) }
       end
   end",make sure we do not try and execute nils,maccman_nestful,train,rb
949f6dfae0efa5c5f80148b0397ea430918987d4,"diff --git a/pyblish_qml/ipc/server.py b/pyblish_qml/ipc/server.py
index <HASH>..<HASH> 100644
--- a/pyblish_qml/ipc/server.py
+++ b/pyblish_qml/ipc/server.py
@@ -267,6 +267,8 @@ class Server(object):
                         sys.stdout.write(line)
 
         if not self.listening:
+            self._start_pulse()
+
             if self.modal:
                 _listen()
             else:
@@ -274,8 +276,6 @@ class Server(object):
                 thread.daemon = True
                 thread.start()
 
-            self._start_pulse()
-
             self.listening = True
 
     def _start_pulse(self):",Ensure pulse thread is created before we start listening,pyblish_pyblish-qml,train,py
1e6fb6ef28d005b55a059a6b28df718423b8fe83,"diff --git a/Engine/HtmlEngine.php b/Engine/HtmlEngine.php
index <HASH>..<HASH> 100644
--- a/Engine/HtmlEngine.php
+++ b/Engine/HtmlEngine.php
@@ -14,7 +14,6 @@ namespace LastCall\Mannequin\Html\Engine;
 use LastCall\Mannequin\Core\Exception\UnsupportedPatternException;
 use LastCall\Mannequin\Core\Pattern\PatternInterface;
 use LastCall\Mannequin\Core\Rendered;
-use LastCall\Mannequin\Core\Variable\Set;
 use LastCall\Mannequin\Html\Pattern\HtmlPattern;
 
 class HtmlEngine implements \LastCall\Mannequin\Core\Engine\EngineInterface
@@ -25,7 +24,7 @@ class HtmlEngine implements \LastCall\Mannequin\Core\Engine\EngineInterface
         $this->scripts = $scripts;
     }
 
-    public function render(PatternInterface $pattern, Set $set): Rendered
+    public function render(PatternInterface $pattern, array $values = []): Rendered
     {
         if ($this->supports($pattern)) {
             $rendered = new Rendered();","Implement new Variant class, use instead of sets",LastCallMedia_Mannequin-Html,train,php
df13819d4b1c904627fd0fb363fc7f819a0b65f8,"diff --git a/src/SpeckPaypal/Response/Response.php b/src/SpeckPaypal/Response/Response.php
index <HASH>..<HASH> 100644
--- a/src/SpeckPaypal/Response/Response.php
+++ b/src/SpeckPaypal/Response/Response.php
@@ -242,6 +242,14 @@ class Response
         return $keyName;
     }
 
+    /**
+     * @return array
+     */
+    public function toArray()
+    {
+        return (array)$this->_response;
+    }
+
     //map to properties
 
     /**",Add method to get all response values as array,speckcommerce_SpeckPaypal,train,php
5d4a00212b394110c596b7a04d7db87bc96b13d6,"diff --git a/multiqc/templates/default/assets/js/multiqc_plotting.js b/multiqc/templates/default/assets/js/multiqc_plotting.js
index <HASH>..<HASH> 100644
--- a/multiqc/templates/default/assets/js/multiqc_plotting.js
+++ b/multiqc/templates/default/assets/js/multiqc_plotting.js
@@ -115,8 +115,9 @@ $(function () {
     var startHeight = wrapper.height();
     var pY = e.pageY;
     $(document).on('mouseup', function(e){
+      // Clear listeners now that we've let go
       $(document).off('mousemove');
-      $(document).resize(); // send resize trigger for replotting
+      $(document).off('mouseup');
       // Fire off a custom jQuery event for other javascript chunks to tie into
       // Bind to the plot div, which should have a custom ID
       $(wrapper.parent().find('.hc-plot')).trigger('mqc_plotresize');
@@ -125,6 +126,12 @@ $(function () {
       wrapper.css('height', startHeight + (me.pageY - pY));
     });
   });
+  // Trigger HighCharts reflow when a plot is resized
+  $('.hc-plot').on('mqc_plotresize', function(e){
+    if($(this).highcharts()) {
+      $(this).highcharts().reflow();
+    }
+  });
   
 });",Made plot height drag bar explicitly call a highcharts reflow. Fixes #<I>.,ewels_MultiQC,train,js
6ce313403edcadfc8acd6f658c80beea2e6ef7ca,"diff --git a/simulator/src/main/java/com/hazelcast/simulator/coordinator/Coordinator.java b/simulator/src/main/java/com/hazelcast/simulator/coordinator/Coordinator.java
index <HASH>..<HASH> 100644
--- a/simulator/src/main/java/com/hazelcast/simulator/coordinator/Coordinator.java
+++ b/simulator/src/main/java/com/hazelcast/simulator/coordinator/Coordinator.java
@@ -161,7 +161,7 @@ public final class Coordinator {
             String updateInterval = props.get(""MANAGEMENT_CENTER_UPDATE_INTERVAL"").trim();
             String updateIntervalAttr = (updateInterval.isEmpty()) ? """" : "" update-interval=\"""" + updateInterval + ""\"""";
             settings.hzConfig = settings.hzConfig.replace(""<!--MANAGEMENT_CENTER_CONFIG-->"",
-                    format(""<management-center enabled=\""true\""%s>\n        %s\n"" + ""    </management-center>\n"",
+                    format(""<management-center enabled=\""true\""%s>%n        %s%n"" + ""    </management-center>%n"",
                             updateIntervalAttr, manCenterURL));
         }
     }",Removed newline issue in Coordinator (SonarQube issue).,hazelcast_hazelcast-simulator,train,java
5467e5e34fcbf25b7e398d3d8ddb3c7c3b8eee36,"diff --git a/rwslib/__init__.py b/rwslib/__init__.py
index <HASH>..<HASH> 100644
--- a/rwslib/__init__.py
+++ b/rwslib/__init__.py
@@ -2,9 +2,9 @@
 
 __title__ = 'rwslib'
 __author__ = 'Ian Sparks (isparks@mdsol.com)'
-__version__ = '1.0.9'
+__version__ = '1.1.0'
 __license__ = 'MIT'
-__copyright__ = 'Copyright 2015 Medidata Solutions Inc'
+__copyright__ = 'Copyright 2016 Medidata Solutions Inc'
 
 
 import requests",Bumped version number to <I>,mdsol_rwslib,train,py
2a482be4b5f2b4b58867660f20f98e13086ac020,"diff --git a/netsnmpagent.py b/netsnmpagent.py
index <HASH>..<HASH> 100644
--- a/netsnmpagent.py
+++ b/netsnmpagent.py
@@ -1,4 +1,3 @@
-#!/usr/bin/env python
 #
 # python-netsnmpagent module
 #
diff --git a/netsnmpapi.py b/netsnmpapi.py
index <HASH>..<HASH> 100644
--- a/netsnmpapi.py
+++ b/netsnmpapi.py
@@ -1,4 +1,3 @@
-#!/usr/bin/env python
 #
 # python-netsnmpagent module
 #","Remove the she-bang from netsnmpagent.py and netsnmpapi.py

These are Python modules not supposed to be called directly.",pief_python-netsnmpagent,train,"py,py"
607b8e01064130a083ae8be9359cf83c3639830e,"diff --git a/plans/models.py b/plans/models.py
index <HASH>..<HASH> 100644
--- a/plans/models.py
+++ b/plans/models.py
@@ -265,16 +265,15 @@ class UserPlan(models.Model):
         """"""
         Creates or updates plan renewal information for this userplan with given order
         """"""
-        recurring, _ = RecurringUserPlan.objects.update_or_create(
+        self.recurring.delete()
+        recurring = RecurringUserPlan.objects.create(
             user_plan=self,
-            defaults={
-                'pricing': order.pricing,
-                'amount': order.amount,
-                'tax': order.tax,
-                'currency': order.currency,
-                'has_automatic_renewal': has_automatic_renewal,
-                **kwargs,
-            },
+            pricing=order.pricing,
+            amount=order.amount,
+            tax=order.tax,
+            currency=order.currency,
+            has_automatic_renewal=has_automatic_renewal,
+            **kwargs,
         )
         return recurring",erease renewal data in set_plan_renewal() function to start with clear settings,django-getpaid_django-plans,train,py
1704e42d5188cd4a2940250e12d1374d70ba6169,"diff --git a/core/model/SQLQuery.php b/core/model/SQLQuery.php
index <HASH>..<HASH> 100755
--- a/core/model/SQLQuery.php
+++ b/core/model/SQLQuery.php
@@ -378,6 +378,10 @@ class SQLQuery {
 	 * @return string
 	 */
 	function sql() {
+		// Don't process empty queries
+		$select = is_array($this->select) ? $this->select[0] : $this->select;
+		if($select == '*' && !$this->from) return '';
+		
 		$sql = DB::getConn()->sqlQueryToString($this);
 		if($this->replacementsOld) $sql = str_replace($this->replacementsOld, $this->replacementsNew, $sql);
 		return $sql;","MINOR Return empty string from SQLQuery->sql() if SELECT is the default value, and no FROM is set (moved logic from DB-specific implementations)",silverstripe_silverstripe-framework,train,php
594ac9a71045a0702724938be093b58273b5ee7f,"diff --git a/saltcloud/cloud.py b/saltcloud/cloud.py
index <HASH>..<HASH> 100644
--- a/saltcloud/cloud.py
+++ b/saltcloud/cloud.py
@@ -1385,7 +1385,8 @@ class Map(Cloud):
                     obj.values()[0]['ret'] = out[obj.keys()[0]]
                     output.update(obj)
             else:
-                output = output_multip
+                for obj in output_multip:
+                    output.update(obj)
 
         return output",further fix to return from -P create refs e<I>,saltstack_salt,train,py
